ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
002553.OF,博时创业成长C,博时基金,中国农业银行,混合型,20160322,,,,,,1.5,0.25,,1.0,,,中证700指数收益率*75%+中国债券总指数收益率*25%,L,混合型,契约型开放式,,20160322,20160322,O
002555.OF,博时沪港深优质企业C,博时基金,招商银行,混合型,20160322,,,,,,1.5,0.25,,1.0,,,中国债券总财富指数收益率*40%+中证500指数收益率*40%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20160322,20160322,O
002272.OF,新华科技创新主题,新华基金,中国建设银行,混合型,20160322,,,20160203,,4.3532,1.5,0.25,,1.0,0.05,,中证800指数收益率*70%+中证综合债券指数收益率*30%,L,灵活配置型,契约型开放式,,20160510,20160510,O
002491.OF,银华添益,银华基金,中国光大银行,债券型,20160322,,,20160311,,20.0073,0.4,0.1,,1.0,0.001,,半年期银行定期存款利率(税后)*1.2,L,债券型,契约型开放式,,20160922,20160922,O
002251.OF,华夏军工安全,华夏基金,中国工商银行,混合型,20160322,,,20160229,,5.4574,1.5,0.25,,1.0,0.1,,中证国防指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160422,20160422,O
002228.OF,长城新优选C,长城基金,中国民生银行,混合型,20160322,,,20160222,,2.0032,0.6,0.15,,1.0,0.1,,中债综合财富指数收益率*85%+中证800指数收益率*15%,L,混合型,契约型开放式,,20160324,20160324,O
002227.OF,长城新优选A,长城基金,中国民生银行,混合型,20160322,,,20160222,,0.0062,0.6,0.15,,1.0,0.1,,中债综合财富指数收益率*85%+中证800指数收益率*15%,L,混合型,契约型开放式,,20160324,20160324,O
002395.OF,鹏华丰尚A,鹏华基金,中国工商银行,债券型,20160322,,,20160302,,11.9204,0.6,0.2,,1.0,0.1,,中债总指数收益率,L,债券型,契约型开放式,,20160922,20160922,O
002397.OF,中邮增力,中邮基金,中国农业银行,债券型,20160322,,,20160303,,2.0127,0.8,0.2,,1.0,0.1,,中债综合财富指数*80%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率*5%,L,债券型,契约型开放式,,20160425,20160425,O
002383.OF,大成趋势回报,大成基金,中国银行,混合型,20160322,,,20160229,,3.346,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+中证综合债券指数收益率*50%,L,灵活配置型,契约型开放式,,20160401,20160401,O
002556.OF,博时丝路主题C,博时基金,中国银行,股票型,20160322,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*90%+中国债券总指数收益率*10%,L,股票型,契约型开放式,,20160322,20160322,O
002348.OF,华夏鼎新A,华夏基金,中国建设银行,债券型,20160322,20171115,,20160315,,0.0328,0.4,0.15,,1.0,0.01,,中债综合指数,D,债券型,契约型开放式,,20160622,20160622,O
002349.OF,华夏鼎新I,华夏基金,中国建设银行,债券型,20160322,20171115,,20160315,,2.0004,0.4,0.15,,1.0,5000.0,,中债综合指数,D,债券型,契约型开放式,,20160622,20160622,O
002396.OF,鹏华丰尚B,鹏华基金,中国工商银行,债券型,20160322,,,20160302,,5.1272,0.6,0.2,,1.0,0.1,,中债总指数收益率,L,债券型,契约型开放式,,20160922,20160922,O
002557.OF,博时灵活配置C,博时基金,交通银行,混合型,20160322,20180122,,,,,0.6,0.15,,1.0,,,沪深300指数收益率*60%+中国债券总指数收益率*40%,D,灵活配置型,契约型开放式,,20160322,20160322,O
002534.OF,华安稳固收益A,华安基金,中国工商银行,债券型,20160322,,,,,,0.65,0.18,,1.0,,,中债综合全价指数,L,债券型,契约型开放式,,20160322,20160322,O
002446.OF,广发利鑫,广发基金,兴业银行,混合型,20160321,,,20160225,,29.8657,1.5,0.2,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160425,20160425,O
002524.OF,兴业福益,兴业基金,上海银行,债券型,20160318,,,20160315,,2.0004,0.3,0.1,,1.0,0.01,,中国债券综合全价指数,L,债券型,契约型开放式,,20160411,20160411,O
002423.OF,华宝标普美国品质美元,华宝基金,中国建设银行,股票型,20160318,,,20160229,,0.0163,1.0,0.25,,0.1541,0.1,,经人民币汇率调整的标普美国品质消费股票指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20160406,20160406,O
002105.OF,博时新价值C,博时基金,中国民生银行,混合型,20160318,20190308,,20160309,,,0.6,0.15,,1.0,500.0,,沪深300指数收益率*50%+中证综合债指数收益率*50%,D,灵活配置型,契约型开放式,,20160516,20160516,O
002104.OF,博时新价值A,博时基金,中国民生银行,混合型,20160318,20190308,,20160309,,2.005,0.6,0.15,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,D,灵活配置型,契约型开放式,,20160516,20160516,O
001701.OF,中融产业升级,中融基金,中国银行,混合型,20160318,,,20160218,,2.5159,1.5,0.25,,1.0,0.01,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,,20160418,20160418,O
002548.OF,嘉实稳瑞纯债,嘉实基金,上海银行,债券型,20160318,,,20160316,,2.0004,0.3,0.1,,1.0,0.0001,,一年期银行定期存款收益率(税后)+1%,L,债券型,契约型开放式,,20160406,20160406,O
002549.OF,嘉实稳祥纯债A,嘉实基金,上海银行,债券型,20160318,,,20160316,,2.0018,0.3,0.1,,1.0,0.0001,,一年期银行定期存款收益率(税后)+1%,L,债券型,契约型开放式,,20160406,20160406,O
002306.OF,银华合利,银华基金,中国工商银行,债券型,20160318,20190414,,20160303,,2.0008,0.7,0.1,,1.0,0.001,,中债综合财富指数,D,债券型,契约型开放式,,20160606,20160606,O
002243.OF,东方金证通,东方基金,中国民生银行,货币市场型,20160318,,,20160314,,2.0006,0.25,0.08,,1.0,,,人民币活期存款利率(税后),L,货币型,契约型开放式,,20160325,20160325,O
F217003.OF,招商安泰债券H,招商基金,招商银行,债券型,20160317,,,,,,0.6,0.18,,1.0,,,中证国债指数收益率*95%+同业存款利率*5%,L,债券型,契约型开放式,,,,O
002487.OF,汇添富稳健添利A,汇添富基金,中国工商银行,债券型,20160316,,,20160307,,20.0336,0.3,0.1,,1.0,0.1,,中债综合指数,L,债券型,契约型开放式,,20160919,20160919,O
002486.OF,上银慧添利,上银基金,兴业银行,债券型,20160316,,,20160307,,2.0004,0.2,0.05,,1.0,0.001,,中国债券综合指数收益率,L,债券型,契约型开放式,,20160530,20160530,O
002488.OF,汇添富稳健添利C,汇添富基金,中国工商银行,债券型,20160316,,,20160307,,0.0113,0.3,0.1,,1.0,0.1,,中债综合指数,L,债券型,契约型开放式,,20160919,20160919,O
002520.OF,招商招瑞纯债C,招商基金,中国银行,债券型,20160316,,,,,,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20160316,20160316,O
001975.OF,景顺长城环保优势,景顺长城基金,中国建设银行,股票型,20160315,,,20160112,,2.5659,1.5,0.25,,1.0,0.001,,中证环保产业指数收益率*40%+沪深300指数收益率*40%+中证全债指数收益率*20%,L,股票型,契约型开放式,,20160401,20160401,O
002415.OF,融通通盈,融通基金,中国建设银行,混合型,20160315,,,20160222,,10.4574,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20160613,20160613,O
002229.OF,华夏经济转型,华夏基金,中国银行,股票型,20160315,,,20160222,,3.684,1.5,0.25,,1.0,0.1,,沪深300指数收益率*90%+上证国债指数收益率*10%,L,股票型,契约型开放式,,20160420,20160420,O
001917.OF,招商量化精选A,招商基金,中国银行,股票型,20160315,,,20160218,,2.4309,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中债综合指数收益率*20%,L,股票型,契约型开放式,,20160415,20160415,O
002212.OF,嘉实新起航,嘉实基金,中国民生银行,混合型,20160314,,,20160108,,5.0012,0.8,0.15,,1.0,0.0001,,沪深300*50%+中债总指数*50%,L,灵活配置型,契约型开放式,,20160613,20160613,O
002211.OF,嘉实新财富,嘉实基金,中国民生银行,混合型,20160314,,,20160108,,5.0018,0.6,0.15,,1.0,0.0001,,沪深300*50%+中债总指数*50%,L,灵活配置型,契约型开放式,,20160613,20160613,O
002367.OF,国联安安稳,国联安基金,浦发银行,混合型,20160311,,,20160218,,37.0204,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160613,20160613,O
673040.OF,西部利得行业主题优选A,西部利得基金,兴业银行,混合型,20160311,,,20151210,,3.2477,0.9,0.15,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160411,20160411,O
002244.OF,景顺长城低碳科技主题,景顺长城基金,中国农业银行,混合型,20160311,,,20160218,,5.9448,1.5,0.25,,1.0,0.001,,中证全指指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160420,20160420,O
002420.OF,汇添富盈鑫灵活配置,汇添富基金,中国工商银行,混合型,20160311,,,20160226,,48.4955,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160418,20160418,O
519642.OF,银河大国智造主题,银河基金,中国建设银行,混合型,20160311,,,20160128,,4.7229,1.5,0.25,,1.0,0.001,,中证装备产业指数收益率*70%+上证国债指数收益率*30%,L,灵活配置型,契约型开放式,,20160425,20160425,O
002335.OF,汇丰晋信大盘波动精选C,汇丰晋信基金,中国建设银行,股票型,20160311,,,20160201,,0.7034,1.5,0.25,,1.0,0.1,,沪深300指数*90%+同业存款利率(税后)*10%,L,股票型,契约型开放式,,20160608,20160608,O
002336.OF,创金合信尊享,创金合信基金,招商银行,债券型,20160311,,,20160203,,2.0017,0.3,0.1,,1.0,0.01,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20160413,20160413,O
002334.OF,汇丰晋信大盘波动精选A,汇丰晋信基金,中国建设银行,股票型,20160311,,,20160201,,2.2079,1.5,0.25,,1.0,0.1,,沪深300指数*90%+同业存款利率(税后)*10%,L,股票型,契约型开放式,,20160608,20160608,O
002513.OF,金鹰元安C,金鹰基金,广发银行,混合型,20160310,,,,,,0.6,0.2,,1.0,,,中债总财富(总值)指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20160310,20160310,O
002461.OF,中银珍利A,中银基金,兴业银行,混合型,20160310,,,20160223,,2.6691,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160414,20160414,O
002462.OF,中银珍利C,中银基金,兴业银行,混合型,20160310,,,20160223,,1.2941,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160414,20160414,O
002442.OF,鑫元汇利,鑫元基金,浦发银行,债券型,20160309,,,20160301,,2.0044,0.4,0.1,,1.0,0.01,,中证全债指数收益率,L,债券型,契约型开放式,,20160411,20160411,O
519940.OF,长信富全纯债一年C,长信基金,中国工商银行,债券型,20160309,,,20160204,,9.1421,0.7,0.2,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,20170309,20170309,O
519941.OF,长信富全纯债一年A,长信基金,中国工商银行,债券型,20160309,,,20160204,,9.4136,0.7,0.2,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,20170309,20170309,O
001694.OF,华安沪港深外延增长,华安基金,中国建设银行,混合型,20160309,,,20160125,,3.4469,1.5,0.25,,1.0,0.0001,,中证800指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20160324,20160324,O
002308.OF,安信安盈保本A,安信基金,中国银行,保本型,20160309,20180316,,20160215,,18.5762,1.2,0.2,,1.0,0.1,,两年期银行定期存款利率(税后),D,保本混合型,契约型开放式,,20160411,20160411,O
002432.OF,天弘乐享保本,天弘基金,中信银行,保本型,20160309,20190318,,20160225,,9.6303,1.2,0.2,,1.0,0.001,,三年期银行定期存款利率(税后)+2.00%,D,保本混合型,契约型开放式,,,20190312,O
002341.OF,招商招瑞纯债A,招商基金,中国银行,债券型,20160309,,,20160307,,0.1,0.3,0.1,,1.0,0.001,,中证全债指数收益率,L,债券型,契约型开放式,,20160316,20160316,O
002379.OF,工银瑞信香港中小盘人民币,工银瑞信基金,中国银行,股票型,20160309,,,20160125,,2.4139,1.8,0.35,,1.0,0.001,,恒生综合中型股指数收益率*50%+恒生综合小型股指数收益率*30%+香港三个月期银行同业拆借利率*20%,L,股票型,契约型开放式,,20160408,20160408,O
002380.OF,工银瑞信香港中小盘美元,工银瑞信基金,中国银行,股票型,20160309,,,20160125,,0.0234,1.8,0.35,,0.1532,0.0002,,恒生综合中型股指数收益率*50%+恒生综合小型股指数收益率*30%+香港三个月期银行同业拆借利率*20%,L,股票型,契约型开放式,,20160408,20160408,O
001827.OF,富国研究优选沪港深,富国基金,中国建设银行,混合型,20160308,,,20160121,,2.5063,1.5,0.25,,1.0,0.01,,沪深300指数收益率*65%+中债综合财富指数收益率*35%,L,灵活配置型,契约型开放式,,20160405,20160405,O
0024251.OF,金鹰保本C,金鹰基金,中国工商银行,混合型,20160307,20170626,,,,,1.2,0.2,,1.0,,,三年期银行定期存款利率(税后),D,混合型,契约型开放式,,20160307,20160307,O
002447.OF,博时裕安纯债,博时基金,南京银行,债券型,20160304,,,20160223,,2.1179,0.3,0.1,,1.0,0.0001,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20160510,20160510,O
001954.OF,银华生态环保主题,银华基金,中国银行,混合型,20160304,20191204,,20151228,,3.1872,1.5,0.25,,1.0,0.1,,中证环保产业指数收益率*50%+中证全债指数收益率*50%,D,灵活配置型,契约型开放式,,20160405,20160405,O
002400.OF,南方亚洲美元债A人民币,南方基金,中国工商银行,债券型,20160303,,,20160215,,8.6644,0.8,0.22,,1.0,0.1,,美元一年银行定期存款利率(税后)+2%,L,债券型,契约型开放式,,20160601,20160601,O
002401.OF,南方亚洲美元债C人民币,南方基金,中国工商银行,债券型,20160303,,,20160215,,0.5909,0.8,0.22,,1.0,0.1,,美元一年银行定期存款利率(税后)+2%,L,债券型,契约型开放式,,20160601,20160601,O
002402.OF,南方亚洲美元债A美元现汇,南方基金,中国工商银行,债券型,20160303,,,20160215,,0.93,0.8,0.22,,0.1531,0.01,,美元一年银行定期存款利率(税后)+2%,L,债券型,契约型开放式,,20160601,20160601,O
001811.OF,中欧明睿新常态A,中欧基金,中国建设银行,混合型,20160303,,,20160114,,2.7966,1.5,0.25,,1.0,0.001,,沪深300指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20160315,20160315,O
002403.OF,南方亚洲美元债C美元现汇,南方基金,中国工商银行,债券型,20160303,,,20160215,,0.39,0.8,0.22,,0.1531,0.01,,美元一年银行定期存款利率(税后)+2%,L,债券型,契约型开放式,,20160601,20160601,O
002358.OF,国投瑞银瑞祥,国投瑞银基金,中国工商银行,混合型,20160302,,,20160223,,19.3171,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160601,20160601,O
001859.OF,大摩纯债稳定增值A,摩根士丹利华鑫基金,中国民生银行,债券型,20160302,,,20160127,,16.0271,0.7,0.2,,1.0,0.1,,[同期1年期银行定期存款利率(税后)+同期2年期银行定期存款利率(税后)]*1/2,L,债券型,契约型开放式,,20170904,20170906,O
001860.OF,大摩纯债稳定增值C,摩根士丹利华鑫基金,中国民生银行,债券型,20160302,,,20160127,,6.7972,0.7,0.2,,1.0,0.1,,[同期1年期银行定期存款利率(税后)+同期2年期银行定期存款利率(税后)]*1/2,L,债券型,契约型开放式,,20170904,20170906,O
002485.OF,国联安通盈C,国联安基金,海通证券,混合型,20160302,,,,,,0.6,0.1,,1.0,,,沪深300指数*50%+上证国债指数*50%,L,灵活配置型,契约型开放式,,20160302,20160302,O
002134.OF,广发鑫裕,广发基金,招商银行,混合型,20160301,,,20160129,,6.0053,0.6,0.15,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160526,20160526,O
002456.OF,招商安元灵活配置A,招商基金,中国银行,混合型,20160301,,,20160224,,19.8507,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160401,20160401,O
001718.OF,工银瑞信物流产业,工银瑞信基金,交通银行,股票型,20160301,,,20151221,,2.5036,1.5,0.25,,1.0,0.001,,沪深300运输指数收益率*80%+中债综合财富(总值)指数收益率*20%,L,股票型,契约型开放式,,20160307,20160307,O
002417.OF,招商丰盛稳定增长C,招商基金,中国银行,混合型,20160229,,,,,,1.5,0.25,,1.0,,,1年期存款利率+3%(单利年化),L,灵活配置型,契约型开放式,,20160229,20160229,O
960021.OF,国富潜力组合H人民币,国海富兰克林基金,中国银行,混合型,20160229,,,,,,1.5,0.25,,1.0,,,MSCI中国A股指数*85%+中债国债总指数(全价)*10%+同业存款息率*5%,L,混合型,契约型开放式,,,,O
002416.OF,招商丰利C,招商基金,中国银行,混合型,20160229,,,,,,1.5,0.25,,1.0,,,1年期存款利率+3%(单利年化),L,灵活配置型,契约型开放式,,20160229,20160229,O
F450005.OF,国富潜力组合H港币,国海富兰克林基金,中国银行,混合型,20160229,,,,,,1.5,0.25,,1.1878,,,MSCI中国A股指数*85%+中债国债总指数(全价)*10%+同业存款息率*5%,L,混合型,契约型开放式,,,,O
F450004.OF,国富潜力组合H美元,国海富兰克林基金,中国银行,混合型,20160229,,,,,,1.5,0.25,,0.1528,,,MSCI中国A股指数*85%+中债国债总指数(全价)*10%+同业存款息率*5%,L,混合型,契约型开放式,,,,O
002464.OF,创金合信尊利,创金合信基金,招商银行,债券型,20160226,20170829,,20160222,,2.0012,0.3,0.1,,1.0,0.01,,中债综合(全价)指数收益率,D,债券型,契约型开放式,,20160517,20160517,O
002492.OF,工银月月薪定期支付C,工银瑞信基金,交通银行,债券型,20160226,,,,,,0.7,0.2,,1.0,,,三年期银行定期存款收益率(税后)+1.5%,L,债券型,契约型开放式,,20160226,20160226,O
002438.OF,创金合信尊盛,创金合信基金,招商银行,债券型,20160226,,,20160222,,2.0016,0.3,0.1,,1.0,0.01,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20160321,20160321,O
002469.OF,华泰柏瑞交易货币B,华泰柏瑞基金,中国建设银行,货币市场型,20160226,,,,,,0.33,0.09,,100.0,,,当期银行活期存款利率(税后),L,货币型,契约型开放式,,20160226,20160226,O
001933.OF,华商新兴活力,华商基金,中国工商银行,混合型,20160225,,,20160108,,2.0296,1.5,0.25,,1.0,0.0001,,中证800指数收益率*65%+上证国债指数收益率*35%,L,灵活配置型,契约型开放式,,20160328,20160328,O
002445.OF,兴业丰泰,兴业基金,招商银行,债券型,20160225,,,20160222,,2.0024,0.7,0.15,,1.0,0.01,,中国债券综合全价指数,L,债券型,契约型开放式,,20160524,20160524,O
002410.OF,华夏新活力C,华夏基金,浦发银行,混合型,20160223,,,20160201,,,0.6,0.1,,1.0,500.0,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160331,20160331,O
002409.OF,华夏新活力A,华夏基金,浦发银行,混合型,20160223,,,20160201,,2.0191,0.6,0.1,,1.0,0.1,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20160331,20160331,O
002263.OF,泰达宏利同顺大数据A,泰达宏利基金,中国银行,混合型,20160223,,,20160106,,3.9393,1.5,0.25,,1.0,0.001,,中证800指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160422,20160422,O
001918.OF,圆信永丰兴利A,圆信永丰基金,兴业银行,债券型,20160223,,,20160201,,2.5144,0.3,0.1,,1.0,0.01,,中国债券综合全价指数,L,债券型,契约型开放式,,20160309,20160309,O
001919.OF,圆信永丰兴利C,圆信永丰基金,兴业银行,债券型,20160223,,,20160201,,0.0146,0.3,0.1,,1.0,0.01,,中国债券综合全价指数,L,债券型,契约型开放式,,20160309,20160309,O
001781.OF,建信现代服务业,建信基金,兴业银行,股票型,20160223,,,20151230,,3.7497,1.5,0.25,,1.0,0.001,,中证服务业指数收益率*85%+中债总财富(总值)指数收益率*15%,L,股票型,契约型开放式,,20160302,20160302,O
002116.OF,广发安享A,广发基金,广发银行,混合型,20160222,,,20160205,,2.0015,0.6,0.12,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160524,20160524,O
002117.OF,广发安享C,广发基金,广发银行,混合型,20160222,,,20160205,,0.0016,0.6,0.12,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20160524,20160524,O
002147.OF,长安鑫益增强C,长安基金,中国农业银行,混合型,20160222,,,20160115,,4.1556,1.2,0.25,,1.0,0.1,,中债综合指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20160422,20160422,O
002146.OF,长安鑫益增强A,长安基金,中国农业银行,混合型,20160222,,,20160115,,1.7632,1.2,0.25,,1.0,0.1,,中债综合指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20160422,20160422,O
002377.OF,建信睿怡纯债,建信基金,交通银行,债券型,20160222,,,20160118,,80.0196,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20170221,20170221,O
487021.OF,工银瑞信优质精选,工银瑞信基金,中国光大银行,混合型,20160219,,,20160219,,,1.5,0.25,,1.0,,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,混合型,契约型开放式,,20160226,20160226,O
002389.OF,招商安德灵活配置A,招商基金,中国银行,混合型,20160218,,,20160215,,19.8504,1.5,0.25,,1.0,0.1,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160318,20160318,O
002390.OF,招商安德灵活配置C,招商基金,中国银行,混合型,20160218,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20160218,20160218,O
519764.OF,交银卓越回报A,交银施罗德基金,中信银行,混合型,20160217,20180925,,20160111,,2.6479,0.5,0.2,,1.0,0.1,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,D,灵活配置型,契约型开放式,,20160317,20160317,O
002441.OF,德邦新添利C,德邦基金,中国工商银行,债券型,20160217,,,,,,0.7,0.15,,1.0,,,中债综合全价指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20160217,20160217,O
470088.OF,汇添富6月红添利A,汇添富基金,中国农业银行,债券型,20160217,,,20160217,,16.1792,0.2,0.2,,1.0,,,中债综合指数*90%+沪深300指数*10%,L,债券型,契约型开放式,,20160817,20160817,O
470089.OF,汇添富6月红添利C,汇添富基金,中国农业银行,债券型,20160217,,,20160217,,0.0466,0.2,0.2,,1.0,,,中债综合指数*90%+沪深300指数*10%,L,债券型,契约型开放式,,20160817,20160817,O
002291.OF,诺安安鑫,诺安基金,中国建设银行,混合型,20160216,,,20160114,,49.707,1.5,0.25,,1.0,0.1,,沪深300指数*60%+中证全债指数*40%,L,灵活配置型,契约型开放式,,20160512,20160512,O
002436.OF,上投摩根红利回报C,上投摩根基金,中国银行,混合型,20160215,,,,,,1.2,0.25,,1.0,,,中证综合债券指数收益率*60%+沪深300指数收益率*40%,L,混合型,契约型开放式,,20160215,20160215,O
002437.OF,上投摩根天颐年丰C,上投摩根基金,中国建设银行,混合型,20160215,20181122,,,,,0.9,0.25,,1.0,,,一年期银行定期存款利率(税后)+1%,D,混合型,契约型开放式,,20160215,20160215,O
002168.OF,嘉实智能汽车,嘉实基金,中国工商银行,股票型,20160204,,,20151224,,2.2905,1.5,0.25,,1.0,0.01,,中信汽车行业指数收益率*80%+中债总指数收益率*20%,L,股票型,契约型开放式,,20160304,20160304,O
002414.OF,中银瑞利C,中银基金,浦发银行,混合型,20160204,,,20160201,,2.015,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160325,20160325,O
002413.OF,中银瑞利A,中银基金,浦发银行,混合型,20160204,,,20160201,,0.1121,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160325,20160325,O
002261.OF,中银宝利A,中银基金,中国农业银行,混合型,20160204,,,20160201,,0.0928,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160427,20160427,O
001970.OF,泰信鑫选A,泰信基金,中国工商银行,混合型,20160204,,,20160108,,3.3759,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,,20160307,20160307,O
002095.OF,博时新收益A,博时基金,招商银行,混合型,20160204,,,20160127,,5.0177,0.5,0.15,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20160330,20160330,O
001803.OF,易方达瑞财E,易方达基金,招商银行,混合型,20160204,,,20160202,,0.01,0.6,0.15,,1.0,0.001,,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,L,灵活配置型,契约型开放式,,20160405,20160405,O
001802.OF,易方达瑞财I,易方达基金,招商银行,混合型,20160204,,,20160202,,4.0075,0.6,0.15,,1.0,0.001,,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,L,灵活配置型,契约型开放式,,20160405,20160405,O
002173.OF,东方大健康,东方基金,中国农业银行,混合型,20160204,20191015,,20160113,,3.0239,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债总全价指数收益率*40%,D,混合型,契约型开放式,,20160310,20160310,O
002295.OF,广发稳安A,广发基金,中国工商银行,混合型,20160204,,,20160106,,37.9574,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20160304,20160304,O
002356.OF,博时安泰18个月A,博时基金,中国光大银行,债券型,20160204,,,20160111,,16.2926,0.5,0.1,,1.0,0.0001,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20170807,20170807,O
002262.OF,中银宝利C,中银基金,中国农业银行,混合型,20160204,,,20160201,,2.1053,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20160427,20160427,O
002357.OF,博时安泰18个月C,博时基金,中国光大银行,债券型,20160204,,,20160111,,2.1485,0.5,0.1,,1.0,0.0001,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20170807,20170807,O
002305.OF,光大风格轮动A,光大保德信基金,中国建设银行,混合型,20160204,,,20160107,,2.1668,1.5,0.25,,1.0,0.0001,,中证500指数收益率*90%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20160307,20160307,O
002361.OF,国富恒瑞A,国海富兰克林基金,招商银行,债券型,20160204,,,20160125,,2.3089,0.7,0.1,,1.0,0.05,,中债综合全价指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20160219,20160219,O
002378.OF,建信弘利,建信基金,中国光大银行,混合型,20160204,,,20160119,,44.4984,1.5,0.25,,1.0,0.001,,沪深300指数收益率*65%+中债总财富(总值)指数收益率*35%,L,灵活配置型,契约型开放式,,20160307,20160307,O
